Datetime,Open,High,Low,Close,Adj Close,Volume
2022-01-31 09:30:00-05:00,4431.7900390625,4472.02001953125,4414.02001953125,4458.2099609375,4458.2099609375,0
2022-01-31 10:30:00-05:00,4458.33984375,4468.830078125,4452.740234375,4455.77978515625,4455.77978515625,310320785
2022-01-31 11:30:00-05:00,4456.2998046875,4483.18017578125,4453.419921875,4477.5400390625,4477.5400390625,259708983
2022-01-31 12:30:00-05:00,4477.490234375,4489.35009765625,4473.39990234375,4482.81982421875,4482.81982421875,237902000
2022-01-31 13:30:00-05:00,4482.89013671875,4497.7099609375,4479.93994140625,4497.7099609375,4497.7099609375,218623000
2022-01-31 14:30:00-05:00,4497.75,4497.93017578125,4471.4599609375,4486.18017578125,4486.18017578125,291230000
2022-01-31 15:30:00-05:00,4486.18994140625,4516.89013671875,4482.02001953125,4515.43994140625,4515.43994140625,464471000
2022-02-01 09:30:00-05:00,4519.56982421875,4525.56005859375,4483.52978515625,4501.9501953125,4501.9501953125,0
2022-02-01 10:30:00-05:00,4501.97021484375,4522.27001953125,4493.77978515625,4512.8798828125,4512.8798828125,349426580
2022-02-01 11:30:00-05:00,4512.919921875,4523.93994140625,4504.5400390625,4514.740234375,4514.740234375,261984302
2022-02-01 12:30:00-05:00,4514.72998046875,4518.81005859375,4504.4501953125,4517.580078125,4517.580078125,207959000
2022-02-01 13:30:00-05:00,4517.580078125,4522.60986328125,4509.43994140625,4515.5,4515.5,233552000
2022-02-01 14:30:00-05:00,4515.5400390625,4538.02978515625,4512.97998046875,4537.4599609375,4537.4599609375,273977000
2022-02-01 15:30:00-05:00,4537.33984375,4550.490234375,4532.97021484375,4544.9501953125,4544.9501953125,398234000
2022-02-02 09:30:00-05:00,4566.39013671875,4578.43017578125,4552.77001953125,4556.06982421875,4556.06982421875,0
2022-02-02 10:30:00-05:00,4556.02978515625,4571.47998046875,4544.31982421875,4556.52978515625,4556.52978515625,357628428
2022-02-02 11:30:00-05:00,4556.60009765625,4573.64990234375,4546.25,4565.41015625,4565.41015625,264050000
2022-02-02 12:30:00-05:00,4565.39013671875,4582.4599609375,4562.330078125,4570.5498046875,4570.5498046875,232971000
2022-02-02 13:30:00-05:00,4570.60986328125,4582.0400390625,4569.2900390625,4576.56982421875,4576.56982421875,235598000
2022-02-02 14:30:00-05:00,4576.580078125,4594.18017578125,4576.3798828125,4587.35986328125,4587.35986328125,292348000
2022-02-02 15:30:00-05:00,4587.41015625,4595.31005859375,4583.41015625,4587.72998046875,4587.72998046875,393816000
2022-02-03 09:30:00-05:00,4535.41015625,4540.830078125,4513.330078125,4538.9501953125,4538.9501953125,0
2022-02-03 10:30:00-05:00,4539.2001953125,4542.8798828125,4526.31005859375,4528.68994140625,4528.68994140625,330508638
2022-02-03 11:30:00-05:00,4528.7900390625,4530.64990234375,4506.56005859375,4515.39990234375,4515.39990234375,268605490
2022-02-03 12:30:00-05:00,4515.41015625,4519.22998046875,4504.52978515625,4514.64990234375,4514.64990234375,218094000
2022-02-03 13:30:00-05:00,4514.6201171875,4520.33984375,4507.1201171875,4509.22021484375,4509.22021484375,216947000
2022-02-03 14:30:00-05:00,4509.0498046875,4509.16015625,4489.43017578125,4499.85009765625,4499.85009765625,302541000
2022-02-03 15:30:00-05:00,4499.75,4499.75,4470.39013671875,4479.10009765625,4479.10009765625,412944000
2022-02-04 09:30:00-05:00,4482.7900390625,4500.06982421875,4464.6298828125,4474.81005859375,4474.81005859375,0
2022-02-04 10:30:00-05:00,4474.7099609375,4482.56005859375,4451.5,4470.169921875,4470.169921875,356200066
2022-02-04 11:30:00-05:00,4470.56982421875,4490.240234375,4469.5498046875,4487.240234375,4487.240234375,240833664
2022-02-04 12:30:00-05:00,4487.2900390625,4516.330078125,4481.93017578125,4510.72998046875,4510.72998046875,230646000
2022-02-04 13:30:00-05:00,4510.75,4520.5,4507.08984375,4513.14013671875,4513.14013671875,240362000
2022-02-04 14:30:00-05:00,4513.14990234375,4539.66015625,4512.259765625,4531.47998046875,4531.47998046875,281434000
2022-02-04 15:30:00-05:00,4531.47021484375,4538.06982421875,4499.81005859375,4499.81005859375,4499.81005859375,388781000
2022-02-07 09:30:00-05:00,4505.75,4516.06005859375,4496.990234375,4511.06982421875,4511.06982421875,0
2022-02-07 10:30:00-05:00,4511.16015625,4520.669921875,4499.8798828125,4504.64013671875,4504.64013671875,276469725
2022-02-07 11:30:00-05:00,4504.669921875,4504.669921875,4483.93994140625,4485.8798828125,4485.8798828125,227578247
2022-02-07 12:30:00-05:00,4485.93994140625,4503.72021484375,4480.97021484375,4502.7099609375,4502.7099609375,205684208
2022-02-07 13:30:00-05:00,4502.7099609375,4513.08984375,4499.14990234375,4513.08984375,4513.08984375,205750000
2022-02-07 14:30:00-05:00,4513.16015625,4521.85986328125,4502.68017578125,4503.7900390625,4503.7900390625,253460000
2022-02-07 15:30:00-05:00,4503.740234375,4507.259765625,4471.47021484375,4484.1201171875,4484.1201171875,368056000
2022-02-08 09:30:00-05:00,4480.02001953125,4486.60986328125,4465.39990234375,4475.10009765625,4475.10009765625,0
2022-02-08 10:30:00-05:00,4475.169921875,4505.919921875,4471.4599609375,4503.06982421875,4503.06982421875,318885621
2022-02-08 11:30:00-05:00,4503.009765625,4517.35009765625,4503.009765625,4513.9599609375,4513.9599609375,248767525
2022-02-08 12:30:00-05:00,4514.0400390625,4525.10986328125,4509.52978515625,4511.330078125,4511.330078125,212083000
2022-02-08 13:30:00-05:00,4511.35009765625,4520.6298828125,4500.9599609375,4501.83984375,4501.83984375,211429000
2022-02-08 14:30:00-05:00,4501.66015625,4520.330078125,4494.3798828125,4514.259765625,4514.259765625,259248000
2022-02-08 15:30:00-05:00,4514.43994140625,4531.31982421875,4513.66015625,4520.85009765625,4520.85009765625,352361000
2022-02-09 09:30:00-05:00,4547.0,4575.85009765625,4547.0,4571.47021484375,4571.47021484375,0
2022-02-09 10:30:00-05:00,4571.60986328125,4582.18994140625,4570.60986328125,4574.47998046875,4574.47998046875,298337090
2022-02-09 11:30:00-05:00,4574.52001953125,4576.97021484375,4566.47021484375,4575.14990234375,4575.14990234375,234761600
2022-02-09 12:30:00-05:00,4573.6298828125,4580.5400390625,4570.89013671875,4577.85009765625,4577.85009765625,210685000
2022-02-09 13:30:00-05:00,4577.8701171875,4586.52001953125,4575.89990234375,4586.06005859375,4586.06005859375,216998000
2022-02-09 14:30:00-05:00,4586.06982421875,4587.9501953125,4570.22021484375,4582.22998046875,4582.22998046875,267894000
2022-02-09 15:30:00-05:00,4582.22021484375,4590.02978515625,4577.240234375,4586.85009765625,4586.85009765625,364824000
2022-02-10 09:30:00-05:00,4553.240234375,4580.81982421875,4529.93994140625,4572.35986328125,4572.35986328125,0
